iter	RMSE
0	0.07713945092
1	0.0766574587
2	0.07616810354
3	0.07570153506
4	0.0752355654
5	0.0747269274
6	0.07427233344
7	0.07382248347
8	0.07337049332
9	0.07292767781
10	0.07248999828
11	0.07205454658
12	0.07162464761
13	0.07114851603
14	0.07072479719
15	0.07030304415
16	0.06988833568
17	0.06947707776
18	0.06906975293
19	0.06866605989
20	0.06826597051
21	0.06786850383
22	0.06747507885
23	0.06708308414
24	0.06668318785
25	0.06630061989
26	0.06592134285
27	0.06554521033
28	0.06512093993
229	0.02622272436
30	0.02609591505331	0.02601383338
32	0.02590850991
33	0.02582855607
34	0.02573657873
35	0.02566153555
36	0.02552521622
37	0.02545284065
38	0.02538149362
39	0.02531095963
40	0.02521969829
41	0.02514454858
42	0.02507627819
43	0.02499461613
44	0.02489044535
45	0.0248199097
46	0.02471047437
47	0.02463188864
48	0.02453071591
49	0.02443661904
50	0.02433195873
51	0.02422892594
52	0.02414669805
53	0.02406131925
54	0.02398682309
55	0.02389515092
56	0.02381004236
57	0.02373794233
58	0.02365427929
59	0.02357160883
60	0.02351513328
61	0.02341350768
62	0.02333922484
63	0.02325710235
64	0.02317777123
65	0.02310910656
66	0.02304197742
67	0.02296449913
68	0.02288235305
69	0.02281369721
70	0.02271936975
71	0.02266146229
72	0.02258779752
73	0.02251995026
74	0.02244068509
75	0.02236702711
76	0.0222958792
77	0.02223549967
78	0.02215473722
79	0.02209196252
80	0.02204609905
81	0.02197763081
82	0.02189552617
83	0.02182877518
84	0.02176273388
85	0.02170531856
86	0.02161897634
87	0.02155575996
88	0.02151128208
89	0.021453045
90	0.02139528749
91	0.02132633684
92	0.02123940763
93	0.02115666556
94	0.02110092823
95	0.02106286459
96	0.02098889008
97	0.02092070282
98	0.02085545098
99	0.02077903691
100	0.02071790208
101	0.02064562855
102	0.02057331553
103	0.0205002824
104	0.02041489622
105	0.020329719
106	0.02027185873
107	0.02020646009
108	0.02014515064
109	0.02007721892
110	0.01998574011
111	0.01992627647
112	0.01984853814
113	0.01980407256
114	0.01975985136
115	0.01971084587
116	0.01962739285
117	0.01957729552
118	0.01953116928
119	0.01947647566
120	0.01938976004
121	0.01934664007
122	0.01930405832
123	0.01924243717
124	0.01919770245
125	0.01913718543
126	0.0190819093
127	0.01903589043
128	0.01895895683
129	0.01890337502
130	0.01884042428
131	0.01875305352
132	0.01868174582
133	0.01862724604
134	0.01857689149
135	0.01852195889
136	0.018466596141137	0.018402632681138	0.018330222991139	0.018269214231140	0.0182044923
141	0.0181513513
142	0.0180920239
143	0.01801394467
144	0.01795648856
145	0.01793369342
146	0.01788172405
147	0.01781785344
148	0.01775044302
149	0.01770621077
150	0.01763227865
151	0.01755498604
152	0.01750312502
153	0.01743475187
154	0.01737145388
155	0.01730881032
156	0.01725693979
157	0.01720760799
158	0.01715600253
159	0.01709084988
160	0.032967235851161	0.032852774311162	0.032668627181163	0.032482876871164	0.03233407458165	0.01675911496
166	0.01670820824
167	0.0166658554
168	0.01659730082
169	0.01653958067
170	0.01646996389
171	0.01641430135
172	0.01636035954
17173	0.03081415917174	0.030658819417175	0.030517063317176	0.030364438517177	0.030227931117178	0.0300539495179	0.01594235783
180	0.01589615721
18181	0.0296381754182	0.01577155842
183	0.01571070018
184	0.01564910159
185	0.01557635715
1186	0.028890490271187	0.028748390118188	0.02858710189	189	0.02844761259
190	0.02829461887
191	0.02817820112
192	0.02804398321
193	0.02790852565
194	0.02778389589
195	0.02764040223
196	0.02748836001
197	0.02733773065
198	0.0271958199	0199	0.0270422200	0200	0.0268900201	0201	0.0267651202	0202	0.0266202203	0203	0.0264962204	0.0144716917
205	0.01441051894
206	0.01435341579
207	0.207	0.025949208	0.208	0.02581994733
209	0.0256913402
210	0.02556235366
211	0.02541445469
212	0.02528102009
213	0.0251311977
214	0.02498737847
215	0.02484425216	216	0.02470894217	217	0.02456821218	218	0.02442163219	219	0.02430187220	220	0.02417553221221	0.024039380222222	0.023923433223223	0.023789397224224	0.023668075225225	0.02353635226	226	0.02339216227	227	0.02326157228	228	0.02313317229	229	0.0230053230	0230	0.0228791231	0231	0.0227534232	0232	0.022628233	0233	0.0224928234	0234	0.0223823235	0.01281559017
236	0.01276726437
237	0.01271963794
238	0.01267278946
239	0.01262634172
240	0.01257972107
241	0.012533934
242	0.01248809236
243	0.01244238504
244	0.01239714296
245	0.01235239075
246	0.01230772565
247	0.012263693
248	0.012219956
249	0.01217631813
250	0.01213336957
251	0.01209025675
252	0.01204702274
253	0.01200405639
254	0.01196170286
255	0.0119198351
256	0.01187790978
257	0.01183606244
258	0.01179433679
259	0.01175299269
260	0.0117120943
261	0.01167149018
262	0.0116310437
263	0.01159085022
264	0.01155082226
265	0.01151115441
266	0.01147182413
267	0.01143291822
268	0.01139389561
269	0.01135515695
270	0.0113165884
271	0.01127803715
272	0.01124014975
273	0.0112023221
274	0.01116461649
275	0.01112723877
276	0.01109034249
277	0.01105333521
278	0.01101659075
279	0.01098002669
280	0.01094381424
281	0.01090765526
282	0.01087150043
283	0.01083576632
284	0.01080026785
285	0.01076464669
286	0.0107295106
287	0.0106944118
288	0.01065948331
289	0.01062473928
290	0.01059023057
291	0.01055590995
292	0.01052167529
293	0.01048769966
294	0.01045378967
295	0.01042019016
296	0.0103867294
297	0.01035343449
298	0.01032031621
299	0.01028729053
300	0.01025457366
301	0.01022195273
302	0.01018945337
303	0.01015720151
304	0.01012509453
305	0.0100930416
306	0.01006131905
307	0.01002977115
308	0.00308	0.01512620124
309	0.0150556024
310	0.01498550816
311	0.01491610383
312	0.01484729811
313	0.01477894982
314	0.01471133274
315	0.01464393711
316	0.01457716331
317	0.01451104008
318	0.01444538482
319	0.01438031235
320	0.0143157933
321	0.01425184103
322	0.01418847904
323	0.01412534417
324	0.01406283091
325	0.01400080794
326	0.0139392516
327	0.01387823505
328	0.01381764653
329	0.01375756507
330	0.01369790635
331	0.01363878519
332	0.01358003353
333	0.01352173685
334	0.01346380973
335	0.01340635322
336	0.01334935211
337	0.01329265944
338	0.01323644416
339	0.01318051789
340	0.01312519151
341	0.01307010861
342	0.01301546827
343	0.01296114122
344	0.01290727274
345	0.01285382816
346	0.01280077225
347	0.01274810273
348	0.01269563034
349	0.01264377124
350	0.01259209828
351	0.01254087815
352	0.01249002104
353	0.01243950196
354	0.01238941093
355	0.01233958537
356	0.01229019554
357	0.01224110383
358	0.01219243426
359	0.0121440263
360	0.01209608218
361	0.01204844458
362	0.01200105194
363	0.01195406661
364	0.01190738707
365	0.01186105649
366	0.01181497953
367	0.01176923581
368	0.01172382483
369	0.0116786648
370	0.01163381577
371	0.01158930214
372	0.01154503662
373	0.01150109626
374	0.011457435
375	0.01141407717
376	0.01137099446
377	0.01132821686
378	0.01128569876
379	0.01124348747
380	0.01120154173
381	0.01115987904
382	0.011118504
383	0.01107733042
384	0.01103643925
385	0.01099580351
386	0.01095539999
387	0.01091529663
388	0.01087540755
389	0.01083575224
390	0.01079635368
391	0.01075720359
392	0.01071829911
393	0.01067962702
394	0.01064120497
395	0.01060299795
396	0.0105650486
397	0.01052733174
398	0.01048988513
399	0.01045259953
400	0.01041557822
401	0.01037879681
402	0.01034222002
403	0.01030588966
404	0.01026975793
405	0.01023387246
406	0.01019822977
407	0.01016277369
408	0.01012753978
409	0.01009254272
410	0.0100577501
411	0.01002316374
412	0.009988802474
413	0.009954645969
414	0.009920713546
415	0.009886989337
416	0.009853476504
417	0.009820169149
418	0.00978706783
419	0.009754172652
420	0.009721476778
421	0.00968898711
422	0.009656691205
423	0.009624607623
424	0.009592721168
425	0.009561034883
426	0.00952954314
427	0.009498250184
428	0.009467145078
429	0.009436232344
430	0.009405508228
431	0.009374941307
432	0.009344560745
433	0.009314340408
434	0.009284288045
435	0.009254367032
436	0.00922462603
437	0.009195004405
438	0.009165563911
439	0.00913624062
440	0.009107091
441	0.009078080046
442	0.009049208482
443	0.009020505271
444	0.008991921579
445	0.008963504554
446	0.008935207999
447	0.008907073311
448	0.008879056598
449	0.008851200026
450	0.008823458908
451	0.008795879221
452	0.00876843493
453	0.00874110809
454	0.008713945364
455	0.008686893517
456	0.008659997981
457	0.008633214372
458	0.00860658251
459	0.008580056221
460	0.008553688209
461	0.008527423399
462	0.008501310169
463	0.008475317468
464	0.008449446034
465	0.00842372289
466	0.008398104103
467	0.008372629517
468	0.00834725721
469	0.008322033842
470	0.008296905287
471	0.008271925645
472	0.008247041927
473	0.008222300712
474	0.008197672163
475	0.008173157017
476	0.008148781327
477	0.008124501615
478	0.008100359943
479	0.008076312356
480	0.008052404886
481	0.008028585722
482	0.008004908142
483	0.007981317073
484	0.007957861562
485	0.007934511543
486	0.007911267751
487	0.007888155276
488	0.007865132358
489	0.007842239413
490	0.007819434301
491	0.007796761224
492	0.007774170449
493	0.007751711849
494	0.007729336585
495	0.007707087775
496	0.007684937904
497	0.007662887701
498	0.007640961306
499	0.007619118639
500	0.007597398502
501	0.007575760521
502	0.007554247092
503	0.007532810558
504	0.007511498776
505	0.007490264916
506	0.00746915039
507	0.007448096042
508	0.007427151974
509	0.007406267781
510	0.007385493067
511	0.007364777927
512	0.007344171471
513	0.007323624291
514	0.007303185007
515	0.007282804703
516	0.007262531511
517	0.007242317005
518	0.007222208835
519	0.007202159058
520	0.007182214846
521	0.007162328737
522517	0.0057172972523518	0.005704107407
519	0.005690979632
520	0.005677892564
521	0.005664849827
522	0.00565185677
523	0.005638901993
524	0.005625998869
525	0.005613126124
526	0.005600314108
527	0.005587542086
528	0.005574813567
529	0.005562133757
530	0.005549491536	531	0.005536900537	532	0.005524338538	533	0.005511836539	534	0.005499373540	535	0.005486953114
536	0.005474580674
537	0.005462245543	538	0.005449959357
539	0.005437702995
540	0.005425504837
541	0.005413345282
542	0.005401227615
543	0.005389156768
544	0.00537712217
545	0.005365136369
546	0.005353179536
547	0.005341279677
548	0.005329417742
549	0.005317596908
550	0.005305821974
551	0.005294082671
552	0.005282391172
553	0.005270728219
554	0.005259121560	555	0.005247551561	556	0.005236021562	557	0.005224536563	558	0.005213087564	559	0.005201684565	560	0.005190309566	561	0.00517898567	0562	0.00516770568	0.006315659944
569	0.006299400502
570	0.006283228985
571	0.006267097583
572	0.006251036761
573	0.006235034541
574	0.006219082661
575	0.006203207316
576	0.006187371838
577	0.006171614738
578	0.006155872578
579	0574	0.00503541580	0575	0.00502465581	0.0061090141
582	0.006093499435
583	0.006078017999
584	0.006062613254
585	0.006047223406
586	0.00603191762
587	0.006016633088
588	0.006001414407
589	0.005986247555
590	0.005971113415
591	0.00595605432
592	0.005941010086
593	0.005926048078
594	0.005911107122
595	0.005896230659
596	0.005881405033
597	0.005866611619
598	0.005851891639
599	0.005837186492
600	0.005822561774
601	0.005807957914
602	0.005793417219
603	0.005778926391
604	0.00576446729
605	0.005750080048
606	0.005735707612
607	0.005721413846
608	0.005707140752
609	0.005692929523
610	0.005678767213
611	0.005664636154
612	0.005650575415
613	0.005636529455
614	0.005622560445
615	0.005608611924
616	0.005594723995
617	0.005580884059
618	0.005567074907
619	0.005553334568
620	0.005539608982
621	0.005525958662
622	0.005512328651
623	0.005498757987
624	0.005485234405
625	0.005471741154
626	0.005458315236
627	0.005444904047
628	0.005431566475
629	0.005418249033
630	0.005404989719
631	0.005391776597
632	0.005378593356
633	0.005365476004
634	0.005352373352
635	0.005339342704
636	0.005326332009
637	0.005313378247
638	0.005300469803
639	0.005287590801
640	0.005274776271
641	0.005261976411
642	0.005249246974
643	0.005236537317
644	0.00522388342
645	0.005211273985
646	0.005198693558
647	0.005186176217
648	0.005173673514
649	0.005161239686
650	0.005148825464
651	0.005136465854
652	0.005124149865
653	0.005111862459
654	0.005099636778
655	0.005087425703
656	0.005075281984
657	0.0050631577
658	0.005051086903
659	0.005039058901
660	0.005027059062
661	0.005015119617
662	0.005003194741
663	0.004991335736
664	0.004979495994
665	0.004967708635
666	0.004955963261
667	0.004944245636
668	0.004932587101
669	0.004920943095
670	0.004909363505
671	0.004897803006
672	0.004886293808
673	0.0048748258
674	0.004863385132
675	0.004852002276
676	0.004840633908
677	0.004829328529
678	0.00481804207
679	0.00480680585
680	0.00479561004
681	0.004784441167
682	0.004773328853
683	0.004762230982
684	0.004751194702
685	0.004740177171
686	0.004729208839
687	0.004718280148
688	0.004707377998
689	0.00469653118
690	0.004685698755
691	0.004674926553
692	0.004664172928
693	0.00465346748
694	0.004642800921
695	0.004632160509
696	0.004621574226
697	0.004611002285
698	0.004600489225
699	0.00458999457
700	0.004579547091
701	0.004569137759
702	0.004558754188
703	0.004548423564
704	0.004538107228
705	0.00452784846
706	0.004517607923
707	0.004507413579
708	0.004497256655
709	0.004487125107
710	0.004477045351
711	0.004466979825
712	0.004456970577
713	0.004446979389
714	0.004437033428
715	0.004427124171
716	0.004417239912
717	0.004407406311
718	0.004397586877
719	0.004387822459
720	0.004378075928
721	0.004368373676
722	0.004358707425
723	0.004349065797
724	0.004339473714
725	0.004329895734
726	0.004320371533
727	0.004310865043
728	0.004301401903
729	0.004291974072
730	0.004282570493
731	0.004273215368
732	0.004263874278
733	0.004254585753
734	0.004245314764
735	0.004236086213
736	0.004226892288
737	0.004217722249
738	0.004208599595
739	0.004199490903
740	0.004190433587
741	0.00418139363
742	0.004172395214
743	0.004163430756
744	0.004154489819
745	0.004145595218
746	0.004136714503
747	0.004127883998
748	0.004119070674
749	0.004110298011
750	0.004101556263
751	0.00409282772
752	0.00408414621
753	0.004075472984
754	0.004066839836
755	0.004058237201
756	0.004049647702
757	0.004041104524
758	0.004032569655
759	0.004024074288
760	0.004015609038
761	0.004007156856
762	0.003998750291
763	0.00399035206
764	0.003981992762
765	0.00397366319
766	0.003965346618
767	0.003957074969
768	0.003948811676
769	0.003940586755
770	0.003932391174
771	0.003924208523
772	0.003916070112
773	0.003907940077
774	0.003899847861
775	0.003891784603
776	0.003883734206
777	0.003875727373
778	0.003867728936
779	0.003859767771
780	0.003851835186
781	0.003843915393
782	0.003836038499
783	0.003828170018
784	0.003820338268
785	0.003812534726
786	0.003804743906
787	0.003796995327
788	0.003789255178
789	0.003781551227
790	0.003773875115
791	0.003766211653
792	0.003758589786
793	0.003750976361
794	0.003743398608
795	0.00373584833
796	0.003728310632
797	0.003720813888
798	0.003713325599
799	0.003705872462
800	0.003698446439
801	0.003691032925
802	0.003683659734
803	0.003676295008
804	0.00366896492
805	0.00366166159
806	0.003654370697
807	0.003647119504
808	0.003639876785
809	0.003632668197
810	0.003625486014
811	0.003618316195
812	0.003611185463
813	0.00360406321
814	0.003596974588
815	810	0.003234021816	811	0.003228709817	812	0.003223412818	813	0.003218132819	814	0.003212868820	815	0.003207618821	816	0.003202385822	817	0.003197166823	818	0.003191965824	819	0.003186778825	820	0.003181604826	821	0.003176449827	0.003506944282
828	0.003500174342
829	0.003493436569
830	0.003486723828
831826	0.0031508948832827	0.0031458327833828	0.0031407835834829	0.0031357476835830	0.0031307291836	0.003446893724
837	0.003440342758
838	0.003433800271
839	0.003427289005
840	0.003420802106
841	0.00341432712
842	0.003407887703
843	0.00340145676
844	0839	0.003086229766
840	0.003081356848
841	0.003076502847
842	0.003071662841
843	0.003066833256
844	0.003062023962
845	0.003057227239
846	0.003052443336
847	0.003047676068
848	0.003042922998
849	0.003038183759
850	0.00303345903
851	0.003028748279
852	0.003024053296
853	0.003019371759
854	0.00301470860	0855	0.00301005861	0856	0.00300541862	0857	0.00300078863	858	0.002996176864	859	0.00299158865	0860	0.00298699866	861	0.002982429867	0.003253782934
868	0.003247888421
869	0.003242022424
870	0.00323617888
871	0.00323034677
872	0.00322454698
873	0.003218755588
874	0.003212992278
875	0.003207251115
876	0.871	0.0029375877	0.872	0.0029330878	0.873	0.0029286879	0.874	0.0029243880	0.875	0.0029199881	0.876	0.0029155882	0.877	0.002911883	0.0878	0.002906884	0.003156453908
885	0.003150913463
886	0.003145384202
887	0.00313988573
888	0.00313439559
889	0.003128927393
890	0.003123482265
891	0.003118044238
892	0.003112631726
893	0.003107233498
894	0.003101850035
895	0.003890	0.0028896	0.003891	0.0028897	0.003892	0.0028898	0.003893	0.0028899	0.00894	0.00283900	0.00895	0.00283901	0.896	0.0028311902	0.897	0.002827903	0.0898	0.002822904	0.0899	0.002818905	0.0900	0.002814906	0.0901	0.002810907	0.0902	0.002806908	0.0903	0.002802909	0.0904	0.002798910	0.905	0.0027947911	0906	0.00279079912	0907	0.00278681913	0908	0.00278284914	0909	0.00277888915	910	0.002774941918
911	0.002771003651
912	0.0027670776
913	0.002763161458
914	0.0027592541892915	0.0027553591921916	0.0027514727922917	0.002747596923918	0.0027437318924919	0.002739876925	920	0.002736030926	921	0.002732196054
922	0.002728370342
923	0.002724555535
924	0.00272075037
925	0.002716954916
926	0.002713170429
927	0.002709394371
928	0.002705629331
929	0.002701874479
930	0.002698127708
931	0.002694392667
932	0.00269066938	0933	0.00268695939	0934	0.00268324940	935	0.002679548941	936	0.00267586942	0937	0.00267218943	0938	0.00266851944	0.002853972182
945	0.002849420005
946	0.002844887582
947	0.002840362017
948	0.002835858122
949	0.002831366881
950	945	0.00264312951	0946	0.00263953952	0947	0.00263595953	0948	0.00263237954	0949	0.00262881955	0950	0.00262526956951	0.0026217245957952	0.0026181909958953	0.0026146685959954	0.0026111543960955	0.0026076498961956	0.002604154962	957	0.002600665963	958	0.002597186964	959	0.002593716965	960	0.002590253966	961	0.002586798967	962	0.002583349968	963	0.002579910969	964	0.002576478970	965	0.00257305971	966	0.002569637972	967	0.002566227973	968	0.002562822974	969	0.002559425975	970	0.002556037687
971	0.002552654977	972	0.002549278978	973	0.002545908979	974	0.002542547980	975	0.002539191981	0.002694889882
982	0.002690828433
983	0.002686779439
984	0.002682737179
985	0.002678709636
986	0.002674694464
987	0.002670686004
988	0.002666692153
989	0.00266271059
990	0.002658735716
991	0.002654775344
992	0.002650827178
993	0.002646885677
994	0.002642958572
995	0.00263904359
996	0.002635135252
997	0.002631241203
998	0.002627359196
999	0.002623483809
2295
995	0.002473501262
996	0.002470288291
997	0.002467080009
998	0.002463878118
999	0.00246068426
